07502,福島県,玉川村,6777,1974,4667,2520
07503,福島県,平田村,6505,1989,9342,3551
07504,福島県,浅川町,6577,2055,3743,2176
07505,福島県,古殿町,5373,1661,16329,3003
07521,福島県,三春町,18304,6230,7276,4936
07522,福島県,小野町,10475,3425,12518,3675
07541,福島県,広野町,4319,2435,5869,1497
07542,福島県,楢葉町,975,839,10364,2635
07543,福島県,富岡町,0,0,6839,2771
07544,福島県,川内村,2021,1082,19735,2532
07545,福島県,大熊町,0,0,7871,2904
07546,福島県,双葉町,0,0,5142,2157
07547,福島県,浪江町,0,0,22314,6285
07548,福島県,葛尾村,18,9,8437,1523
07561,福島県,新地町,8218,2699,4653,3018
07564,福島県,飯舘村,41,1,23013,5697
08201,茨城県,水戸市,270783,117590,21732,18239
08202,茨城県,日立市,185054,78625,22574,10141
08203,茨城県,土浦市,140804,57257,12289,9935
08204,茨城県,古河市,140946,52571,12358,11471
08205,茨城県,石岡市,76020,27288,21553,13513
08207,茨城県,結城市,51594,18267,6576,6320
08208,茨城県,龍ケ崎市,78342,30472,7855,6858
08210,茨城県,下妻市,43293,15036,8088,7705
08211,茨城県,常総市,61483,20600,12364,11758
08212,茨城県,常陸太田市,52294,19436,37199,12357
08214,茨城県,高萩市,29638,11751,19358,3739
08215,茨城県,北茨城市,44412,16871,18680,5925
08216,茨城県,笠間市,76739,28202,24040,13674
08217,茨城県,取手市,106570,43477,6994,6783
08219,茨城県,牛久市,84317,33223,5892,4782
08220,茨城県,つくば市,226963,98190,28372,24155
08221,茨城県,ひたちなか市,155689,61104,9993,9373
08222,茨城県,鹿嶋市,67879,27450,10602,7890
08223,茨城県,潮来市,29111,10547,7140,5015
08224,茨城県,守谷市,64753,24867,3571,3347
08225,茨城県,常陸大宮市,42587,16005,34845,13257
08226,茨城県,那珂市,54276,20025,9782,8234
08227,茨城県,筑西市,104573,35683,20530,19559
08228,茨城県,坂東市,54087,17327,12303,11065
08229,茨城県,稲敷市,42810,14453,20581,16117
08230,茨城県,かすみがうら市,42147,15142,15660,9822
08231,茨城県,桜川市,42632,13585,18006,10547
08232,茨城県,神栖市,94522,37221,14694,13937
08233,茨城県,行方市,34909,11115,22248,13058
08234,茨城県,鉾田市,48147,17430,20761,15152
08235,茨城県,つくばみらい市,49136,18137,7916,7333
08236,茨城県,小美玉市,50911,17491,14474,11780
08302,茨城県,茨城町,32921,11356,12158,9694
08309,茨城県,大洗町,16886,6661,2374,1827
08310,茨城県,城里町,19800,7066,16180,6234
08341,茨城県,東海村,37713,14494,3798,3299
08364,茨城県,大子町,18053,6733,32576,6791
08442,茨城県,美浦村,15842,5958,6661,2922
08443,茨城県,阿見町,47535,18801,7140,5378
08447,茨城県,河内町,9168,2950,4430,4430
08521,茨城県,八千代町,22021,6799,5899,5689
08542,茨城県,五霞町,8786,2894,2311,2289
08546,茨城県,境町,24517,8061,4659,4428
08564,茨城県,利根町,16313,6138,2490,2432
09201,栃木県,宇都宮市,518594,217419,41685,33168
09202,栃木県,足利市,149452,60186,17776,9837
09203,栃木県,栃木市,159211,57838,33150,24922
09204,栃木県,佐野市,118919,46390,35604,13754
09205,栃木県,鹿沼市,98374,35079,49064,15437
09206,栃木県,日光市,83386,32658,144983,23171
09208,栃木県,小山市,166760,65792,17176,16608
09209,栃木県,真岡市,79539,27949,16734,15221
09210,栃木県,大田原市,75457,28753,35436,20062
09211,栃木県,矢板市,33354,12342,17046,7281
09213,栃木県,那須塩原市,117146,45608,59274,21840
09214,栃木県,さくら市,44901,15648,12563,10023
09215,栃木県,那須烏山市,27047,9439,17435,9284
09216,栃木県,下野市,59431,21394,7459,7150
09301,栃木県,上三川町,31046,10777,5439,5291
09342,栃木県,益子町,23281,7787,8940,5016
09343,栃木県,茂木町,13188,4572,17269,6158
09344,栃木県,市貝町,11720,4109,6425,3814
09345,栃木県,芳賀町,15189,4957,7016,6249
09361,栃木県,壬生町,39951,15258,6106,5696
09364,栃木県,野木町,25292,9530,3026,2808
09384,栃木県,塩谷町,11495,3696,17606,6233
09386,栃木県,高根沢町,29639,11521,7087,6597
09407,栃木県,那須町,24919,8564,37234,15635
09411,栃木県,那珂川町,16964,5831,19278,6866
10201,群馬県,前橋市,336154,136900,31159,23632
